Title,Image,Nickname,Label,Keywords,Keywords1,Keywords2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Label10,accessibilityratingcaption,View,View11,Text,Text1,Text2,Text3,Text4
Versatile day dress ,,Amanda,TOP CONTRIBUTOR,Size worn: SR,Rented for: Everyday,"Usually wears: 2Height: 5' 7""Age: 31Body type: Athletic",2,"5' 7""",31,Body type: ,ATHLETIC,,,,(5 out of 5 stars),"OCTOBER 8, 2020","This dress is nicely made and the cut is flattering. I opted to wear it as a casual day dress and threw on a denim jacket at night, but could see it being easily dressed up. ",Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Good for hot weather,,Pamela,TOP CONTRIBUTOR,Size worn: XLR,Rented for: Everyday,"Usually wears: 10Height: 5' 2""Age: 45Bust size: 36DDD/EBody type: HourglassWeight: 140lbs",10,"5' 2""",45,Bust size: ,36DDD/E,Body type: ,HOURGLASS,140LBS,(5 out of 5 stars),"SEPTEMBER 12, 2020",Fit well felt nice was good for a big chest and great for the hot summer days.,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
"Great summer dress for day, weekend and the beach! ",,Jennifer,TOP CONTRIBUTOR,Size worn: MR,Overall fit: Large,Rented for: Vacation,6,"5' 7""",38,Bust size: ,34C,Body type: ,ATHLETIC,150LBS,(5 out of 5 stars),"SEPTEMBER 12, 2020",Th fit was overall kind of loos which is why it was very comfortable. It's a great dress and could be used in so many different ways! ,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
One of my favorites ,,Leah,TOP CONTRIBUTOR,Size worn: XSR,Rented for: Other,"Usually wears: 2Height: 5' 1""Age: 48Body type: PetiteWeight: 110lbs",2,"5' 1""",48,Body type: ,PETITE,Weight: ,110LBS,,(5 out of 5 stars),"AUGUST 28, 2020","The covered buttons, adjustable straps, functional drawstring waist, high-low hem, and ruffled detail all add up to a really fantastic summer sundress.  I should have kept this one!",Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Great cut and fabric,,Hova ,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Date,4,"5' 9""",46,Bust size: ,34DD,Body type: ,HOURGLASS,145LBS,(4 out of 5 stars),"JULY 23, 2020",I loved the fit and fabric.  It was lined which is nice but also made it a bit steamy for the super hot summer weather where I live.  The bust area could have been more flattering but it still looked nice.,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
"Rails is always on point with their dresses and tops-easy to wear, lightweight and well-made.",,Kathryn,TOP CONTRIBUTOR,Size worn: SR,Rented for: Everyday,"Usually wears: 6Height: 5' 9""Age: 40Bust size: 34DBody type: Full BustWeight: 146lbs",6,"5' 9""",40,Bust size: ,34D,Body type: ,FULL BUST,146LBS,(5 out of 5 stars),"JULY 2, 2020",,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Flirty with the slit,,Nicole,TOP CONTRIBUTOR,Size worn: SR,Rented for: Vacation,"Usually wears: 4Height: 5' 4""Age: 43Bust size: 32BBody type: HourglassWeight: 124lbs",4,"5' 4""",43,Bust size: ,32B,Body type: ,HOURGLASS,124LBS,(4 out of 5 stars),"MARCH 7, 2020","So lovely, thought about purchasing but I'm not sure how often I'd wear it. Not for summer work, so just out & vacation. I'd definitely rent it again.",Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Fun dress for a warm weather vacation.,,Jill,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Vacation,8,"5' 5""",62,Bust size: ,36C,Weight: ,140LBS,,(4 out of 5 stars),"FEBRUARY 23, 2020","This dress has a fun hem line as you can see in the photos. It is made of a lightweight fabric and I decided to buy it. I'm giving it four stars because I don't love it, but I liked it enough to want to add it to my summer clothes.",Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Loved it!,,Kaytlyn,TOP CONTRIBUTOR,Size worn: MR,Rented for: Vacation,"Usually wears: 8Height: 5' 9""Age: 31Bust size: 34CBody type: Straight & narrowWeight: 160lbs",8,"5' 9""",31,Bust size: ,34C,Body type: ,STRAIGHT & NARROW,160LBS,(5 out of 5 stars),"FEBRUARY 13, 2020",Wore this at multiple dinners on vacation! Super comfy and light weight for warm weather. I don't have a large chest so it was a little roomy but that's my only con. I def should have purchased it :p,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
I loved everything about this dress!,,Jami,TOP CONTRIBUTOR,Size worn: XSR,Rented for: Vacation,"Usually wears: 2Height: 5' 2""Age: 42Bust size: 32DDBody type: PetiteWeight: 115lbs",2,"5' 2""",42,Bust size: ,32DD,Body type: ,PETITE,115LBS,(5 out of 5 stars),"NOVEMBER 25, 2019",I loved everything about this dress so much that I bought it!,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Dressy Casual on the town look,,Hannah,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Vacation,6,"5' 9""",24,Bust size: ,36B,Body type: ,PEAR,160LBS,(5 out of 5 stars),"NOVEMBER 8, 2019","This look was perfect for a date in the city.  Simple like you didn't try to hard, but makes you stand out in a crowd.  It was incredibility comfortable and flattering.  I paired with bright yellow earrings to dress it up a little more.  True to size.",Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Pretty dress but too big ,,Christine,TOP CONTRIBUTOR,Size worn: LR,Rented for: Everyday,"Usually wears: 8Height: 5' 6""Age: 28Bust size: 36DBody type: Full BustWeight: 160lbs",8,"5' 6""",28,Bust size: ,36D,Body type: ,FULL BUST,160LBS,(4 out of 5 stars),"OCTOBER 23, 2019","I love the color/pattern of this dress, and it was super comfy to wear. However, the large was too big for me, and I should've ordered a medium. I was still able to wear the large because of the tie waist and a denim jacket over it. ",Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Too late,,Crystal,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Wedding,4,"5' 7""",37,Bust size: ,34B,Body type: ,ATHLETIC,136LBS,(4 out of 5 stars),"OCTOBER 13, 2019","Tried the dress on and it fit well, but I rented it for a wedding and it arrived too late to wear.  The weather also turned cold on me so I couldn’t wear it after as part of my update.",Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Loved this dress!,,Melanie,TOP CONTRIBUTOR,Size worn: MR,Rented for: Everyday,"Usually wears: 6Height: 5' 7""Age: 31Bust size: 34BBody type: AthleticWeight: 145lbs",6,"5' 7""",31,Bust size: ,34B,Body type: ,ATHLETIC,145LBS,(5 out of 5 stars),"OCTOBER 11, 2019",I loved this dress. It was really comfy and flattering. I would rent it again.,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
"Very cute dress! Super comfortable, wore without a bra. ",,RTR Customer,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Vacation,6,"5' 8""",52,Bust size: ,36C,Body type: ,HOURGLASS,155LBS,(4 out of 5 stars),"OCTOBER 6, 2019","Fit well, loved the top and breezy feel to it on vacation. Considered purchasing but didn't love the slit up the front.",Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
I would size down,,Sherril,,Size worn: XLR,Overall fit: Large,Rented for: Everyday,12,,,,,,,,(4 out of 5 stars),"SEPTEMBER 25, 2019",Easy to wear and comfortable material but too loose and saggy around the bust.,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Fabulous! ,,Britt,TOP CONTRIBUTOR,Size worn: MR,Rented for: Party,"Usually wears: 8Height: 5' 10""Age: 33Bust size: 34ABody type: AppleWeight: 160lbs",8,"5' 10""",33,Bust size: ,34A,Body type: ,APPLE,160LBS,(5 out of 5 stars),"SEPTEMBER 21, 2019",I ordered this for my birthday dinner and even though I am 5'10 this was great with heels and hugged my body in all the right places! So cute ,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Lovely Feminine Dress,,Cheryl,TOP CONTRIBUTOR,Size worn: XLR,Rented for: Vacation,"Usually wears: 12Height: 5' 6""Age: 58Bust size: 36CBody type: AthleticWeight: 170lbs",12,"5' 6""",58,Bust size: ,36C,Body type: ,ATHLETIC,170LBS,(5 out of 5 stars),"SEPTEMBER 16, 2019",Dress it up or dress it down. Loved this dress! Almost bought it! ,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Easy to wear,,Shea,TOP CONTRIBUTOR,Size worn: XXLR,Rented for: Everyday,"Usually wears: 14Height: 5' 9""Age: 36Bust size: 38CBody type: PearWeight: 185lbs",14,"5' 9""",36,Bust size: ,38C,Body type: ,PEAR,185LBS,(5 out of 5 stars),"SEPTEMBER 10, 2019","The waist has a draw string which makes the fit customizable. I found this piece to be very versatile in the variable early-fall New England weather. In cooler days, I paired it with a denim jacket. I was also able to wear this to work because the skirt length and bust coverage was appropriately modest when paired with a cardigan. The dress was fully lined, so I didn't need to wear any undergarments if I didn't want to. The color scheme allowed for a variety of shoe pairings: camel/tan, nude, pale pink, navy, or white shoes work great.",Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
So flattering!,,Lisa,TOP CONTRIBUTOR,Size worn: XSR,Rented for: Everyday,"Usually wears: 2Height: 5' 3""Age: 28Bust size: 34CBody type: HourglassWeight: 125lbs",2,"5' 3""",28,Bust size: ,34C,Body type: ,HOURGLASS,125LBS,(5 out of 5 stars),"SEPTEMBER 2, 2019",I absolutely LOVE this dress! And so sad to return it. It was so flattering and perfect!,Rails,Frida High Low Dress,$228 original retail,$45 – $55,"Blue printed crepe (100% Rayon). Hourglass. Sleeveless. V-neckline. Exposed front button closure. Partially lined. 46.5"" from shoulder to longest hemline. Imported."
Not sure why reviews are so high ,https://r-ap.rtrcdn.com/reviewimages/65c/1679009-largeThumb.jpg,Jocelyne,TOP CONTRIBUTOR,Size worn: 12,Overall fit: True to Size,Rented for: Other,12,"5' 2""",32,Bust size: ,36DDD/E,Body type: ,FULL BUST,165LBS,(1 out of 5 stars),"APRIL 25, 2022","This dress had extremely high reviews when I rented. Sadly, I didn't love it as much as everyone else. The color is great, but I did not find it to be flattering on my body, at all. ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
"Great dress, for everyday with snickers or party dress with heels",https://r-ap.rtrcdn.com/reviewimages/6cd/1675704-largeThumb.jpg,Ania,TOP CONTRIBUTOR,Size worn: 4,Overall fit: True to Size,Rented for: Everyday,4,"5' 9""",35,Bust size: ,32DD,Body type: ,HOURGLASS,128LBS,(5 out of 5 stars),"APRIL 18, 2022",,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Spring date dress,https://r-ap.rtrcdn.com/reviewimages/269/1670073-largeThumb.jpg,Liza,TOP CONTRIBUTOR,Size worn: 6,Overall fit: True to Size,Rented for: Date,6,"5' 4""",32,Bust size: ,34C,Body type: ,HOURGLASS,140LBS,(5 out of 5 stars),"MARCH 31, 2022","Love love loved this dress. The color, the fabric, the fit: it was perfect for a date night. So light and felt amazing on. The sleeves are a bit puffy with the ruching so that's something to be aware of. I will definitely rent this again this summer, maybe for a wedding as well. I think it could easily be dressed up or down. ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Perfect Spring Dress! ,https://r-ap.rtrcdn.com/reviewimages/54a/1666468-largeThumb.jpg,Candace ,,Size worn: 4,Overall fit: True to Size,Rented for: Everyday,4,"5' 1""",39,Bust size: ,34DD,Body type: ,HOURGLASS,133LBS,(5 out of 5 stars),"MARCH 23, 2022","Light weight and beautiful color. Fit me perfectly I am 5,1 a 34DD and 133lbs. It would be very short on a tall person! I received many compliments and I love the sleeve details and skirt. ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
So many compliments!,https://r-ap.rtrcdn.com/reviewimages/15e/1658502-largeThumb.jpg,Deana,TOP CONTRIBUTOR,Size worn: 0,Overall fit: True to Size,Rented for: Work,0,"5' 5""",40,Bust size: ,32D,Body type: ,HOURGLASS,110LBS,(5 out of 5 stars),"MARCH 4, 2022",Everything about this dress was perfect! I paired it with a belt to give it an extra touch.,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Perfect for date night,https://r-ap.rtrcdn.com/reviewimages/0d9/1658031-largeThumb.jpg,Amber,TOP CONTRIBUTOR,Size worn: 10,Overall fit: True to Size,Rented for: Date,10,"5' 5""",44,Bust size: ,34D,Body type: ,HOURGLASS,160LBS,(5 out of 5 stars),"MARCH 3, 2022",This dress was perfect to switch things up for date night. I loved the fit and color. It was a little shorter than I normally wear but I got a ton of compliments. Wish I could justify buying it!,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Love the fit and material is luscious! ,https://r-ap.rtrcdn.com/reviewimages/33a/1653764-largeThumb.jpg,Alicia,TOP CONTRIBUTOR,Size worn: 10,Overall fit: True to Size,Rented for: Everyday,8,"5' 5""",42,Bust size: ,34DD,Body type: ,FULL BUST,150LBS,(5 out of 5 stars),"FEBRUARY 14, 2022","The color is bold, the fabric feels like butter and the fit is flattering. I wore this wine tasting with some girlfriends and it was a hit!",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Great dress! Received so many compliments! ,https://r-ap.rtrcdn.com/reviewimages/8b3/1633699-largeThumb.jpg,Shannon,TOP CONTRIBUTOR,Size worn: 14,Overall fit: True to Size,"Usually wears: 12Height: 5' 5""Age: 37Bust size: 34GBody type: Full BustWeight: 165lbs",12,"5' 5""",37,Bust size: ,34G,Body type: ,FULL BUST,165LBS,(5 out of 5 stars),"DECEMBER 23, 2021","Loved everything about this dress, especially how light it weighed. Living in Florida, it's sometimes hard to find dresses appropriate to the weather. Fit was true to size. Would definitely rent again! ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Cute little everyday dress,https://r-ap.rtrcdn.com/reviewimages/ba3/1632636-largeThumb.jpg,Marissa,TOP CONTRIBUTOR,Size worn: 0,Overall fit: True to Size,Rented for: Everyday,0,"5' 3""",37,Bust size: ,34C,Body type: ,PETITE,120LBS,(4 out of 5 stars),"DECEMBER 20, 2021",Loved the style. True to size. So sweet.,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
The perfect dress,https://r-ap.rtrcdn.com/reviewimages/436/1626623-largeThumb.jpg,Stephanie,TOP CONTRIBUTOR,Size worn: 2,Overall fit: True to Size,Rented for: Other,2,"5' 3""",47,Bust size: ,34C,Body type: ,PETITE,108LBS,(5 out of 5 stars),"DECEMBER 7, 2021",The color and fit of this dress is so flattering. I ate way too much on Thanksgiving and wasn't worried about a pouch or having it feel tight. The style is very versatile too. Would rent again.,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Fun and flirty,https://r-ap.rtrcdn.com/reviewimages/bff/1626535-largeThumb.jpg,Jennie,,Size worn: 2,Overall fit: True to Size,Rented for: Date,2,"5' 2""",41,Bust size: ,34B,Body type: ,HOURGLASS,124LBS,(4 out of 5 stars),"DECEMBER 7, 2021","Stretchy material, but thin. Comfortable. ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
"Very cute, comfortable - lots of compliments ",https://r-ap.rtrcdn.com/reviewimages/5ce/1622825-largeThumb.jpg,Jo,TOP CONTRIBUTOR,Size worn: 0,Overall fit: True to Size,Rented for: Party,0,"5' 2""",49,Bust size: ,34A,Body type: ,PETITE,115LBS,(4 out of 5 stars),"NOVEMBER 28, 2021",This was a super cute dress. Lots of compliments. The color was great. But the excess fabric around the waist was a little weird. Put a belt on and it was perfect. ,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
So Comfortable!,https://r-ap.rtrcdn.com/reviewimages/440/1617702-largeThumb.jpg,Natasja,TOP CONTRIBUTOR,Size worn: 8,Overall fit: Large,Rented for: Party,8,"5' 3""",35,Body type: ,PEAR,Weight: ,1155LBS,,(5 out of 5 stars),"NOVEMBER 16, 2021","I loved this dress for a cocktail party. I got a ton of compliments. I wore size 8. I'm 5' 3'' and 155 lbs, the dress was a little loose but really comfy!",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
BEST DRESS EVER!!!,https://r-ap.rtrcdn.com/reviewimages/ed7/1630188-largeThumb.jpg,Lindsay ,TOP CONTRIBUTOR,Size worn: 8,Overall fit: True to Size,Rented for: Party,8,"5' 7""",39,Bust size: ,34DDD/E,Body type: ,HOURGLASS,160LBS,(5 out of 5 stars),"NOVEMBER 11, 2021",Gorgeous color (same fit in leopard at RTR)! TTS- It's a thin stretchy material which worked well to hug my larger hip/backside!,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
City lunch,https://r-ap.rtrcdn.com/reviewimages/75e/1602683-largeThumb.jpg,Meranda,TOP CONTRIBUTOR,Size worn: 14,Overall fit: True to Size,Rented for: Everyday,14,"5' 9""",33,Bust size: ,32DDD/E,Body type: ,HOURGLASS,215LBS,(4 out of 5 stars),"OCTOBER 17, 2021",A little tighter and shorter than I'd like but pretty flattering. I would have sized up. But got compliments. Don't wear on windy day lol,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
The perfect dress ,https://r-ap.rtrcdn.com/reviewimages/e95/1598775-largeThumb.jpg,Genevieve,TOP CONTRIBUTOR,Size worn: 6,Overall fit: True to Size,Rented for: Party,8,"5' 5""",38,Bust size: ,34D,Body type: ,APPLE,130LBS,(5 out of 5 stars),"OCTOBER 9, 2021","This photo doesn't do the dress justice but it's the only full body pic I have. It's stunning. Lots of thought went into the construction/nice details make this dress special. I loved the fit and vibrant green color, very flattering. If you hate a little poof at the shoulder or don't want to wear something SHORT, this isn't the one. ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Excellent fit,https://r-ap.rtrcdn.com/reviewimages/3d0/1596245-largeThumb.jpg,Lindsay,TOP CONTRIBUTOR,Size worn: 14,Overall fit: True to Size,Rented for: Date,12,"5' 6""",36,Bust size: ,38DD,Body type: ,HOURGLASS,190LBS,(5 out of 5 stars),"OCTOBER 4, 2021","I don't think I've ever had a dress flatter me so well, the closures on the side allow this to fit just the way I need to compliment my shape. ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
"Lots of Compliments
",https://r-ap.rtrcdn.com/reviewimages/a41/1592358-largeThumb.jpg,Katie,,Size worn: 12,Overall fit: True to Size,Rented for: Wedding,12,"5' 6""",26,Bust size: ,38C,Body type: ,PEAR,170LBS,(5 out of 5 stars),"SEPTEMBER 27, 2021",I got so many compliments on this dress all night! The dress fit pretty well and was such a gorgeous color! I had to keep adjusting the top where it billows over waistline but that may have been fixed with a smaller size? Either way would rent this dress again! ,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Loved the green and sleeves! ,https://r-ap.rtrcdn.com/reviewimages/258/1591402-largeThumb.jpg,Hartlee,TOP CONTRIBUTOR,Size worn: 4,Overall fit: True to Size,Rented for: Wedding,4,"5' 10""",25,Bust size: ,30D,Body type: ,STRAIGHT & NARROW,129LBS,(5 out of 5 stars),"SEPTEMBER 24, 2021","It was true to size, a little on the shorter side on me - but I'm very tall. Loved it! A great dress. Nice thin material. ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Great green color and fun cut,https://r-ap.rtrcdn.com/reviewimages/a7c/1588396-largeThumb.jpg,Tara,TOP CONTRIBUTOR,Size worn: 8,Overall fit: True to Size,Rented for: Date,6,"5' 4""",38,Bust size: ,34DD,Body type: ,FULL BUST,150LBS,(4 out of 5 stars),"SEPTEMBER 18, 2021","Fit well, large enough on top. Only complaint is the material wrinkles very easily as you can see in the photo.  Was short but I wanted it to be.",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Flirty,https://r-ap.rtrcdn.com/reviewimages/b39/1586929-largeThumb.jpg,Jeanette,TOP CONTRIBUTOR,Size worn: 6,Overall fit: True to Size,Rented for: Everyday,4,"5' 4""",39,Bust size: ,34D,Body type: ,HOURGLASS,135LBS,(5 out of 5 stars),"SEPTEMBER 15, 2021",This dress is lightweight and has a great cut. ,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Gorgeous style and pattern!,https://r-ap.rtrcdn.com/reviewimages/eab/1568641-largeThumb.jpg,Georgia,TOP CONTRIBUTOR,Size worn: 4,Overall fit: True to Size,Rented for: Everyday,4,"5' 6""",29,Bust size: ,32B,Body type: ,STRAIGHT & NARROW,135LBS,(5 out of 5 stars),"AUGUST 3, 2021","This dress is so beautiful and so flattering. Fit perfectly, was really comfortable, and was so cute! Great for every day wear, lunch or dinner date!",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
"Cute, very short, a bit of an awkward fit ",https://r-ap.rtrcdn.com/reviewimages/658/1567950-largeThumb.jpg,Rachel,TOP CONTRIBUTOR,Size worn: 4,Overall fit: True to Size,Rented for: Everyday,4,"5' 6""",28,Bust size: ,32C,Body type: ,HOURGLASS,130LBS,(3 out of 5 stars),"AUGUST 2, 2021","Maybe the 4 was a tad big on me, but the waist sat a bit too low for my taste. Had I gone any smaller, however, it probably would have been too short. Lovely material and so cute otherwise!",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Lightweight and pretty ,https://r-ap.rtrcdn.com/reviewimages/067/1567860-largeThumb.jpg,Josefina,TOP CONTRIBUTOR,Size worn: 0,Overall fit: True to Size,Rented for: Everyday,0,"5' 1""",34,Bust size: ,30C,Body type: ,PETITE,110LBS,(5 out of 5 stars),"AUGUST 2, 2021","Super lightweight and great fit and length for petites. May not work on a windy day if you're above average height but I had no issues at 5'1"". Wore this all day for work and then out to a business dinner. Wore again for a date night. ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
